BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,Building_age,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,%_LargestPropertyUseType,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,SourceEUI(kBtu/sf),%_GFAParking,%_GFABuilding,Nb_PropertyUseTypes
NonResidential,Small- and Mid-Sized Office,98122.0,EAST,109,1.0,2,36000,Office,27600.0,0.7666666666666667,1046187.625,0.0,813255.0,232933.0,18.04,77.69999695,0.0,1.0,2
NonResidential,Mixed Use Property,98122.0,EAST,103,1.0,1,36000,Parking,18000.0,0.5,1162163.125,0.0,763041.0,399122.0,26.52,156.3999939,0.0,1.0,2
NonResidential,Warehouse,98122.0,EAST,101,1.0,2,43200,Non-Refrigerated Warehouse,43200.0,1.0,1929851.5,0.0,1155595.0,774256.0,49.18,102.8000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,103,1.0,4,53840,Office,42800.0,0.7949479940564635,2912454.75,0.0,2337197.0,575257.0,46.85,185.6000061,0.23904160475482913,0.7609583952451708,2
NonResidential,Retail Store,98134.0,GREATER DUWAMISH,41,1.0,1,43794,Retail Store,34038.0,0.7772297575010275,1164537.75,0.0,831084.0,333454.0,23.5,67.59999847,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,48,1.0,1,48280,Non-Refrigerated Warehouse,40780.0,0.8446561723280862,2701833.75,0.0,1407161.0,1294673.0,78.57,119.6999969,0.0,1.0,2
NonResidential,Supermarket / Grocery Store,98115.0,NORTHEAST,51,1.0,1,32822,Supermarket/Grocery Store,35042.0,1.0676375601730546,8839812.0,0.0,5408701.0,3431110.0,219.93,587.5,0.0,1.0,2
NonResidential,Worship Facility,98115.0,NORTHEAST,66,1.0,2,20385,Worship Facility,20385.0,1.0,809291.8125,0.0,193858.0,615434.0,34.04,61.59999847,0.0,1.0,1
NonResidential,Worship Facility,98115.0,NORTHEAST,70,1.0,1,24295,Worship Facility,24295.0,1.0,216115.0,0.0,216115.0,0.0,1.51,27.89999962,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98105.0,NORTHEAST,49,1.0,2,20317,Office,20317.0,1.0,620994.3125,0.0,620994.0,0.0,4.33,96.0,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98105.0,NORTHEAST,43,1.0,1,24377,Supermarket/Grocery Store,24377.0,1.0,9851260.0,0.0,5697593.0,4153667.0,260.32,912.7999878,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,50,1.0,1,32000,Non-Refrigerated Warehouse,32040.0,1.00125,2186148.5,0.0,1611215.0,574933.0,41.77,176.6999969,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,46,1.0,1,44000,Non-Refrigerated Warehouse,45449.0,1.0329318181818181,4302455.5,0.0,1148123.0,3154333.0,175.53,152.1999969,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,43,1.0,1,36000,Non-Refrigerated Warehouse,36000.0,1.0,2771820.5,0.0,494348.0,2277473.0,124.4,109.5,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,37,1.0,1,48020,Non-Refrigerated Warehouse,47800.0,0.9954185755935027,2373568.25,0.0,1450508.0,923060.0,59.14,115.5999985,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,37,1.0,1,27420,Non-Refrigerated Warehouse,27850.0,1.0156819839533187,1176342.25,0.0,507743.0,668599.0,39.05,82.5,0.0,1.0,1
NonResidential,K-12 School,98115.0,NORTHEAST,67,1.0,2,43645,K-12 School,37000.0,0.8477488830335663,2053956.375,0.0,518880.0,1535077.0,85.15,87.59999847,0.0,1.0,1
NonResidential,Retail Store,98115.0,NORTHEAST,64,1.0,1,26853,Retail Store,20360.0,0.7582020630841991,1399062.75,0.0,1145340.0,253723.0,21.46,189.6999969,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,24,1.0,1,29394,Non-Refrigerated Warehouse,29394.0,1.0,1486681.75,0.0,1141948.0,344734.0,26.27,85.30000305,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,90,1.0,2,20400,Non-Refrigerated Warehouse,15000.0,0.7352941176470589,438557.0,0.0,241070.0,197487.0,12.17,47.29999924,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,90,1.0,1,20460,Office,20460.0,1.0,903541.875,0.0,903542.0,0.0,6.3,138.6999969,0.0,1.0,1
NonResidential,Refrigerated Warehouse,98134.0,GREATER DUWAMISH,61,1.0,2,21870,Refrigerated Warehouse,21870.0,1.0,1074350.375,0.0,1074350.0,0.0,7.49,154.3000031,0.0,1.0,1
NonResidential,Medical Office,98126.0,DELRIDGE,46,1.0,1,43615,Medical Office,43615.0,1.0,3133849.5,0.0,1302454.0,1831396.0,106.35,137.8999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98126.0,DELRIDGE,46,1.0,3,36879,Office,16855.0,0.45703516906640634,1144267.5,0.0,1144267.0,0.0,7.98,213.1999969,0.0,1.0,1
NonResidential,Warehouse,98106.0,DELRIDGE,34,1.0,2,36600,Non-Refrigerated Warehouse,43556.0,1.1900546448087432,308400.4063,0.0,308400.0,0.0,2.15,22.20000076,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,75,1.0,1,48890,Non-Refrigerated Warehouse,30889.0,0.6318060953160155,2100216.5,0.0,1082370.0,1017846.0,61.6,91.40000153,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,16,1.0,3,43473,Office,43473.0,1.0,4416909.5,0.0,4416909.0,0.0,30.79,319.0,0.0,1.0,1
NonResidential,Retail Store,98126.0,DELRIDGE,26,1.0,1,40265,Retail Store,40793.0,1.0131131255432757,3740373.75,0.0,3536625.0,203748.0,35.48,277.5,0.0,1.0,1
NonResidential,Retail Store,98126.0,DELRIDGE,11,1.0,1,26208,Retail Store,32427.0,1.237293956043956,1608884.25,0.0,1036767.0,572117.0,37.61,118.9000015,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,106,1.0,5,32250,Office,32250.0,1.0,796042.375,0.0,668479.0,127563.0,11.44,69.19999695,0.0,1.0,1
NonResidential,Retail Store,98103.0,NORTHWEST,63,1.0,1,51000,Retail Store,51000.0,1.0,1298039.875,0.0,1187021.0,111019.0,14.17,75.40000153,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,96,1.0,2,20150,Office,20150.0,1.0,576174.125,0.0,576174.0,0.0,4.02,89.80000305,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,107,1.0,7,36000,Office,31500.0,0.875,1682454.875,0.0,1682455.0,0.0,11.73,167.6999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,89,1.0,1,22580,Office,22580.0,1.0,928584.875,0.0,859792.0,68793.0,9.65,122.8000031,0.0,1.0,1
NonResidential,Warehouse,98122.0,CENTRAL,90,1.0,1,20000,Non-Refrigerated Warehouse,20000.0,1.0,743528.125,0.0,129264.0,614264.0,33.52,52.5,0.0,1.0,1
NonResidential,Senior Care Community,98133.0,NORTH,7,1.0,6,244500,Senior Care Community,244500.0,1.0,11019641.0,0.0,6338614.0,4681026.0,292.8,101.5,0.0,1.0,1
NonResidential,Retail Store,98134.0,GREATER DUWAMISH,52,1.0,1,37247,Retail Store,37247.0,1.0,1748644.5,0.0,747998.0,1000646.0,58.36,91.30000305,0.0,1.0,1
NonResidential,Retail Store,98117.0,BALLARD,23,1.0,1,25384,Retail Store,23468.0,0.9245193822880554,3027867.5,0.0,1811508.0,1216359.0,77.23,296.7999878,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,116,1.0,2,52110,Non-Refrigerated Warehouse,32000.0,0.6140855881788524,586589.1875,0.0,130124.0,456465.0,25.15,27.70000076,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,93,1.0,1,26310,Office,24000.0,0.9122006841505131,771512.6875,0.0,563096.0,208417.0,14.99,58.70000076,0.0,1.0,3
NonResidential,Retail Store,98118.0,SOUTHEAST,50,1.0,1,37883,Retail Store,28734.0,0.7584932555499828,12434593.0,0.0,5359975.0,7074617.0,413.1,453.0,0.0,1.0,2
NonResidential,K-12 School,98126.0,DELRIDGE,54,1.0,3,29874,K-12 School,31375.0,1.0502443596438376,1274049.75,0.0,290239.0,983811.0,54.27,62.0,0.0,1.0,1
NonResidential,Worship Facility,98199.0,MAGNOLIA / QUEEN ANNE,51,1.0,1,20140,Worship Facility,22000.0,1.0923535253227408,992794.6875,0.0,122390.0,870405.0,47.08,59.0,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98144.0,CENTRAL,45,1.0,2,39953,Office,30100.0,0.75338522764248,1508561.875,0.0,1128549.0,380013.0,28.05,131.0,0.0,1.0,1
NonResidential,Retail Store,98144.0,CENTRAL,18,1.0,2,21200,Retail Store,14168.0,0.6683018867924528,1676426.5,0.0,1676426.0,0.0,11.69,248.3000031,0.0,1.0,2
NonResidential,Supermarket / Grocery Store,98144.0,CENTRAL,36,1.0,1,30630,Supermarket/Grocery Store,28470.0,0.9294809010773751,6058494.0,0.0,6058493.0,0.0,42.24,615.4000244,0.0,1.0,2
NonResidential,Retail Store,98144.0,CENTRAL,36,1.0,2,23421,Retail Store,19271.0,0.8228085905811025,1896626.375,0.0,1896626.0,0.0,13.22,254.3000031,0.0,1.0,2
SPS-District K-12,K-12 School,98117.0,BALLARD,85,1.0,3,117116,K-12 School,117116.0,1.0,5722325.5,0.0,1031648.0,4690677.0,256.31,69.69999695,0.0,1.0,1
NonResidential,Worship Facility,98117.0,BALLARD,88,1.0,2,24120,Worship Facility,24120.0,1.0,893053.1875,0.0,344302.0,548751.0,31.54,68.69999695,0.0,1.0,1
NonResidential,Worship Facility,98117.0,BALLARD,87,1.0,3,35736,Worship Facility,28970.0,0.8106671143944482,1148202.25,0.0,213096.0,935106.0,51.15,46.20000076,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,75,1.0,1,51050,Non-Refrigerated Warehouse,49500.0,0.9696376101860921,1206165.75,0.0,787054.0,419112.0,27.75,58.79999924,0.0,1.0,1
NonResidential,Retail Store,98134.0,GREATER DUWAMISH,62,1.0,2,21900,Retail Store,21900.0,1.0,1302192.875,0.0,574237.0,727956.0,42.66,117.1999969,0.0,1.0,1
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,64,1.0,1,16300,Distribution Center,65164.0,3.997791411042945,150167.7969,0.0,138179.0,11989.0,1.6,6.900000095,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,52,1.0,1,33462,Non-Refrigerated Warehouse,33462.0,1.0,1386445.375,0.0,1386445.0,0.0,9.67,130.1000061,0.0,1.0,1
NonResidential,Warehouse,98104.0,DOWNTOWN,86,1.0,1,23903,Non-Refrigerated Warehouse,18350.0,0.7676860645107308,415364.5938,0.0,166749.0,248616.0,14.37,34.29999924,0.0,1.0,2
Campus,K-12 School,98104.0,EAST,93,1.0,4,46100,K-12 School,46100.0,1.0,2177064.75,548294.6875,1097533.0,531237.0,78.19,101.1999969,0.0,1.0,2
NonResidential,Worship Facility,98133.0,NORTHWEST,65,1.0,2,21936,Worship Facility,21936.0,1.0,608755.375,0.0,77010.0,531746.0,28.78,36.5,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98118.0,SOUTHEAST,49,1.0,2,23250,Office,22014.0,0.9468387096774193,904236.0,0.0,904236.0,0.0,6.3,129.0,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,56,1.0,1,30000,Non-Refrigerated Warehouse,30000.0,1.0,2794837.0,0.0,600754.0,2194083.0,120.72,139.6999969,0.0,1.0,2
NonResidential,Mixed Use Property,98101.0,DOWNTOWN,7,1.0,39,1074552,Multifamily Housing,311521.0,0.28990779413188006,26416770.0,0.0,20663978.0,5752789.0,449.59,115.4000015,0.10434488047111727,0.8956551195288828,3
NonResidential,Small- and Mid-Sized Office,98125.0,NORTH,36,1.0,4,23022,Office,23022.0,1.0,1027230.875,0.0,865244.0,161987.0,14.64,125.4000015,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,54,1.0,1,31569,Non-Refrigerated Warehouse,33000.0,1.0453292787227977,3064039.5,0.0,804992.0,2259047.0,125.59,148.5,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,60,1.0,1,22509,Non-Refrigerated Warehouse,22509.0,1.0,177812.7969,0.0,177813.0,0.0,1.24,24.79999924,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,60,1.0,1,39984,Non-Refrigerated Warehouse,31184.0,0.7799119647859144,1073156.375,0.0,437302.0,635854.0,36.82,51.0,0.0,1.0,2
NonResidential,Worship Facility,98102.0,EAST,110,1.0,1,26440,Worship Facility,26440.0,1.0,719905.1875,0.0,223375.0,496530.0,27.93,46.20000076,0.0,1.0,1
NonResidential,K-12 School,98122.0,CENTRAL,7,4.0,2,28500,K-12 School,31100.0,1.0912280701754387,1162561.125,0.0,717507.0,445054.0,28.64,87.5,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,67,1.0,3,23355,Office,21915.0,0.9383429672447013,840549.375,0.0,840549.0,0.0,5.86,120.4000015,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,51,1.0,4,30840,Office,29255.0,0.9486057068741893,3542708.5,0.0,1884294.0,1658414.0,101.21,251.6000061,0.0,1.0,2
NonResidential,Worship Facility,98122.0,CENTRAL,116,1.0,1,21850,Worship Facility,21850.0,1.0,317794.4063,0.0,82056.0,235738.0,13.09,23.10000038,0.0,1.0,1
NonResidential,Hotel,98104.0,DOWNTOWN,102,1.0,4,45500,Hotel,45500.0,1.0,2799595.0,941139.6875,1069553.0,788902.0,122.0,116.9000015,0.0,1.0,1
NonResidential,Warehouse,98103.0,LAKE UNION,78,1.0,1,23050,Non-Refrigerated Warehouse,23050.0,1.0,466672.6875,0.0,466673.0,0.0,3.25,63.59999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,8,1.0,4,48350,Small- and Mid-Sized Office,48350.0,1.0,3168131.0,0.0,3168131.0,0.0,22.09,226.6000061,0.0,1.0,1
NonResidential,Retail Store,98105.0,NORTHEAST,86,1.0,1,46059,Retail Store,46000.0,0.9987190342821164,1582655.875,0.0,1374074.0,208582.0,20.66,98.59999847,0.0,1.0,1
NonResidential,Medical Office,98115.0,NORTHEAST,46,1.0,2,23595,Medical Office,23595.0,1.0,817409.625,0.0,799401.0,18009.0,6.53,107.1999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,116,1.0,3,28142,Office,28142.0,1.0,847097.8125,340615.5938,414101.0,92381.0,34.08,64.19999695,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,114,1.0,4,39030,Office,32001.0,0.8199077632590315,713326.875,0.0,524342.0,188985.0,13.69,47.70000076,0.0,1.0,2
NonResidential,Retail Store,98122.0,EAST,100,1.0,2,36940,Retail Store,36940.0,1.0,336745.4063,0.0,336745.0,0.0,2.35,28.60000038,0.0,1.0,1
NonResidential,Retail Store,98122.0,EAST,96,1.0,1,30240,Retail Store,32205.0,1.0649801587301588,1264626.875,0.0,1061362.0,203265.0,18.19,107.6999969,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,37,1.0,3,35202,Office,24227.0,0.6882279415942276,3605755.5,0.0,3605755.0,0.0,25.14,339.5,0.0,1.0,2
NonResidential,Senior Care Community,98101.0,EAST,47,1.0,6,95117,Senior Care Community,69035.0,0.7257903424203875,7202141.5,0.0,4307003.0,2895138.0,183.79,239.8999939,0.27420965757961246,0.7257903424203875,2
NonResidential,Worship Facility,98122.0,EAST,106,1.0,2,24600,Worship Facility,24600.0,1.0,331059.5,0.0,258312.0,72748.0,5.66,36.09999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98122.0,EAST,99,1.0,3,27544,Office,22365.0,0.811973569561429,1031667.5,0.0,810115.0,221553.0,17.41,124.0999985,0.0,1.0,2
NonResidential,Supermarket / Grocery Store,98112.0,EAST,18,1.0,1,44739,Supermarket/Grocery Store,44739.0,1.0,14585813.0,0.0,8270312.0,6315500.0,393.07,728.7000122,0.0,1.0,2
NonResidential,Worship Facility,98117.0,BALLARD,60,1.0,2,21562,Worship Facility,21052.0,0.9763472776180318,866806.0,0.0,189790.0,677016.0,37.28,60.90000153,0.0,1.0,2
NonResidential,Senior Care Community,98112.0,EAST,53,1.0,16,153312,Senior Care Community,148590.0,0.9692000626174077,20628680.0,0.0,6566843.0,14061838.0,792.6,159.6000061,0.0,1.0,3
NonResidential,Mixed Use Property,98121.0,DOWNTOWN,7,1.0,19,1206670,Office,319361.0,0.2646630810412126,27684480.0,0.0,23343425.0,4341053.0,393.29,153.3999939,0.1672843445183853,0.8327156554816147,4
NonResidential,Worship Facility,98118.0,SOUTHEAST,48,1.0,1,24200,Worship Facility,24200.0,1.0,826488.6875,0.0,466335.0,360154.0,22.38,76.09999847,0.0,1.0,2
NonResidential,K-12 School,98133.0,NORTHWEST,78,1.0,2,23222,K-12 School,15006.0,0.6461975712686245,1219863.125,0.0,210763.0,1009100.0,55.06,114.6999969,0.0,1.0,1
NonResidential,K-12 School,98122.0,EAST,112,1.0,3,60000,K-12 School,48783.0,0.81305,3625407.5,0.0,1537012.0,2088395.0,121.63,143.8999939,0.0,1.0,1
NonResidential,Other,98109.0,MAGNOLIA / QUEEN ANNE,36,1.0,3,30408,Bank Branch,25000.0,0.8221520652459879,1440554.25,0.0,1440554.0,0.0,10.04,180.8999939,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,96,1.0,3,30109,Office,28400.0,0.9432395629213857,1465795.75,0.0,949635.0,516161.0,34.03,124.0999985,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,56,1.0,2,25481,Office,25481.0,1.0,917100.3125,0.0,219291.0,697809.0,38.59,55.79999924,0.0,1.0,1
NonResidential,Senior Care Community,98118.0,SOUTHEAST,49,1.0,1,141297,Senior Care Community,141297.0,1.0,19423344.0,0.0,6797882.0,12625460.0,717.93,244.8999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,104,1.0,2,27788,Office,32610.0,1.173528141643875,2119806.25,0.0,1659964.0,459842.0,35.99,151.8999939,0.0,1.0,2
NonResidential,Hotel,98133.0,NORTHWEST,26,1.0,4,41704,Hotel,41704.0,1.0,1943899.25,0.0,969192.0,974707.0,58.52,97.5,0.20583157490888165,0.7941684250911184,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,75,1.0,2,22324,Non-Refrigerated Warehouse,21000.0,0.9406916323239563,588856.125,0.0,193898.0,394958.0,22.33,48.70000076,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98122.0,EAST,94,1.0,3,27600,Office,13175.0,0.4773550724637681,1072151.375,0.0,961739.0,110412.0,12.57,140.3000031,0.0,1.0,2
NonResidential,Senior Care Community,98103.0,Northwest,55,1.0,2,55974,Senior Care Community,56000.0,1.0004645013756386,6135173.0,0.0,2657803.0,3477370.0,203.21,214.1999969,0.0,1.0,1
NonResidential,Senior Care Community,98125.0,NORTH,62,1.0,1,22583,Senior Care Community,22583.0,1.0,1981360.0,0.0,743706.0,1237654.0,70.92,161.0,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,35,1.0,3,26694,Office,24914.0,0.9333183486925901,720170.6875,0.0,720171.0,0.0,5.02,90.80000305,0.22604330561174796,0.773956694388252,2
NonResidential,Warehouse,98133.0,NORTHWEST,44,1.0,1,29400,Non-Refrigerated Warehouse,25000.0,0.8503401360544217,227509.5,0.0,227509.0,0.0,1.59,28.60000038,0.0,1.0,1
NonResidential,Hotel,98108.0,GREATER DUWAMISH,24,1.0,3,22452,Hotel,22452.0,1.0,1244150.0,0.0,524385.0,719765.0,41.88,107.0,0.0,1.0,1
NonResidential,Other,98105.0,NORTHEAST,104,1.0,2,25767,Bank Branch,17434.0,0.6766018550859627,1581352.75,0.0,1581352.0,0.0,11.02,284.7999878,0.0,1.0,1
NonResidential,Retail Store,98105.0,NORTHEAST,63,1.0,4,33910,Retail Store,14585.0,0.4301091123562371,1822834.25,0.0,1270124.0,552710.0,38.21,157.3000031,0.0,1.0,2
NonResidential,Warehouse,98103.0,LAKE UNION,37,1.0,2,78716,Non-Refrigerated Warehouse,41275.0,0.5243533716144113,4103800.75,0.0,3680806.0,422994.0,48.13,152.5,0.0,1.0,4
NonResidential,K-12 School,98103.0,LAKE UNION,106,1.0,2,33300,K-12 School,30740.0,0.9231231231231232,1594733.625,0.0,335907.0,1258827.0,69.2,77.30000305,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98103.0,LAKE UNION,59,1.0,1,28808,Supermarket/Grocery Store,31174.0,1.082129963898917,9232576.0,0.0,5713530.0,3519045.0,226.73,694.0,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98105.0,NORTHEAST,59,1.0,1,27966,Office,20962.0,0.74955302867768,1100499.75,0.0,1100500.0,0.0,7.67,164.8000031,0.25044697132231997,0.74955302867768,2
NonResidential,Supermarket / Grocery Store,98105.0,NORTHEAST,66,1.0,1,26226,Supermarket/Grocery Store,25828.0,0.984824220239457,7588060.5,0.0,5349470.0,2238590.0,156.18,741.4000244,0.0,1.0,2
NonResidential,Mixed Use Property,98105.0,NORTHEAST,40,1.0,2,34948,Bank Branch,19183.0,0.5489012246766625,1159807.125,0.0,1159807.0,0.0,8.09,189.8000031,0.4508126359162184,0.5491873640837817,2
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,116,1.0,1,20880,Office,20880.0,1.0,683274.0,0.0,683274.0,0.0,4.76,102.8000031,0.0,1.0,1
NonResidential,Medical Office,98118.0,SOUTHEAST,6,1.0,2,25880,Medical Office,25880.0,1.0,1941728.75,0.0,1805820.0,135908.0,19.81,224.6000061,0.0,1.0,1
NonResidential,Worship Facility,98133.0,NORTHEAST,66,1.0,3,46485,Worship Facility,63922.0,1.3751102506184791,1544995.75,0.0,759192.0,785803.0,47.03,50.20000076,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98115.0,NORTHWEST,51,1.0,4,56896,Office,40768.0,0.7165354330708661,1402048.5,0.0,997123.0,404925.0,28.46,87.19999695,0.0,1.0,2
NonResidential,Worship Facility,98115.0,NORTHWEST,38,1.0,2,27500,Worship Facility,27500.0,1.0,577123.125,0.0,343669.0,233454.0,14.79,48.20000076,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,86,1.0,2,36630,Office,22000.0,0.6006006006006006,541943.3125,0.0,541943.0,0.0,3.78,51.59999847,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,110,1.0,5,41920,Office,41920.0,1.0,1103594.75,0.0,1103595.0,0.0,7.69,82.69999695,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,111,1.0,5,36879,Office,44000.0,1.1930909189511647,1537570.25,0.0,1186017.0,351553.0,26.94,93.0,0.0,1.0,1
NonResidential,Warehouse,98104.0,DOWNTOWN,110,1.0,4,43484,Non-Refrigerated Warehouse,26416.0,0.6074878116088677,1567040.75,0.0,1567041.0,0.0,10.92,113.1999969,0.0,1.0,3
NonResidential,Hotel,98104.0,DOWNTOWN,91,1.0,4,33018,Hotel,23193.0,0.7024350354352171,4857581.5,0.0,1827547.0,3030034.0,173.67,303.7999878,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,DOWNTOWN,46,1.0,2,26510,Office,30800.0,1.161825726141079,987063.6875,0.0,893799.0,93265.0,11.18,94.30000305,0.0,1.0,1
NonResidential,Warehouse,98105.0,LAKE UNION,78,1.0,1,40028,Non-Refrigerated Warehouse,33222.0,0.8299690216848207,942415.1875,0.0,938199.0,4216.0,6.76,59.40000153,0.0,1.0,3
NonResidential,Small- and Mid-Sized Office,98105.0,LAKE UNION,9,1.0,3,44510,Office,26282.0,0.5904740507751067,2188051.25,0.0,2188051.0,0.0,15.25,261.3999939,0.40952594922489327,0.5904740507751067,2
NonResidential,Worship Facility,98125.0,NORTH,62,1.0,1,21624,Worship Facility,21624.0,1.0,666687.5,0.0,313117.0,353571.0,20.96,62.59999847,0.0,1.0,1
NonResidential,Hotel,98104.0,DOWNTOWN,106,1.0,5,40552,Hotel,40552.0,1.0,1200180.875,0.0,227435.0,972746.0,53.25,42.79999924,0.0,1.0,1
NonResidential,Retail Store,98104.0,DOWNTOWN,99,1.0,2,24550,Retail Store,13500.0,0.5498981670061099,977230.3125,0.0,90201.0,114794.0,6.73,16.39999962,0.0,1.0,2
NonResidential,Residence Hall,98105.0,NORTHEAST,87,1.0,3,22124,Residence Hall/Dormitory,22124.0,1.0,637685.0,0.0,637685.0,0.0,4.45,90.5,0.0,1.0,1
NonResidential,Residence Hall,98105.0,NORTHEAST,90,1.0,3,27487,Residence Hall/Dormitory,27487.0,1.0,1594504.875,0.0,406046.0,1188459.0,65.95,91.80000305,0.0,1.0,1
NonResidential,Residence Hall,98105.0,NORTHEAST,90,1.0,4,23616,Residence Hall/Dormitory,23616.0,1.0,1656420.25,0.0,743927.0,912493.0,53.65,139.5,0.0,1.0,1
NonResidential,Residence Hall,98105.0,NORTHEAST,40,1.0,3,33448,Residence Hall/Dormitory,33448.0,1.0,998633.5,0.0,998633.0,0.0,6.96,93.69999695,0.0,1.0,1
NonResidential,Senior Care Community,98122.0,CENTRAL,29,1.0,2,74840,Senior Care Community,74840.0,1.0,8268496.5,0.0,4111042.0,4157454.0,249.46,230.8000031,0.0,1.0,1
NonResidential,K-12 School,98122.0,CENTRAL,91,1.0,2,22344,K-12 School,22344.0,1.0,1522596.75,0.0,555586.0,967011.0,55.23,123.5,0.0,1.0,1
NonResidential,Mixed Use Property,98105.0,NORTHEAST,17,1.0,2,32928,Parking,24288.0,0.7376093294460642,5652231.0,0.0,5652230.0,0.0,39.4,540.5,0.0,1.0,4
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,56,1.0,1,44476,Non-Refrigerated Warehouse,41256.0,0.9276014030038673,1368120.5,0.0,931104.0,437016.0,29.7,82.0,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,47,1.0,1,35017,Office,19785.0,0.5650112802353143,1295485.25,0.0,904631.0,390854.0,27.06,108.3000031,0.0,1.0,3
NonResidential,Residence Hall,98177.0,NORTHEAST,66,1.0,3,29084,Residence Hall/Dormitory,26000.0,0.8939623160500619,1632498.625,0.0,560665.0,1071834.0,60.83,111.0,0.0,1.0,1
NonResidential,Worship Facility,98144.0,SOUTHEAST,53,1.0,2,22952,Worship Facility,22962.0,1.0004356918787034,470666.6875,0.0,123878.0,346789.0,19.28,32.79999924,0.0,1.0,2
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,40,1.0,1,21040,Non-Refrigerated Warehouse,21040.0,1.0,592088.125,0.0,266815.0,325273.0,19.14,56.09999847,0.0,1.0,1
